order,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
13457,2.85E-100,0.630023423,0.664,0.24,3.99E-96,4,Galk1
13458,1.01E-99,0.63296154,1,0.954,1.42E-95,4,Ly6e
13459,1.69E-99,0.689942978,0.992,0.752,2.36E-95,4,Fyb
13460,8.24E-99,0.565263394,0.627,0.19,1.15E-94,4,Abi3
13461,9.20E-99,0.910538815,0.96,0.63,1.29E-94,4,Rgs10
13462,1.23E-98,0.628066349,1,0.813,1.73E-94,4,Ctsb
13463,2.22E-98,0.669098171,0.992,0.849,3.10E-94,4,Reep5
13464,1.69E-96,0.509853784,0.415,0.092,2.36E-92,4,Acat2
13465,3.21E-96,-1.046634968,0.638,0.909,4.48E-92,4,Eno1
13466,3.31E-96,0.494598616,0.528,0.148,4.63E-92,4,Tom1
13467,9.87E-96,0.719795535,0.715,0.288,1.38E-91,4,Ptp4a3
13468,6.54E-95,0.47387304,0.387,0.081,9.15E-91,4,Hivep3
13469,7.54E-95,0.673058405,0.816,0.37,1.05E-90,4,Rilpl2
13470,8.40E-95,0.705281721,0.963,0.733,1.17E-90,4,Sec11c
13471,1.43E-94,0.590824258,0.613,0.205,2.00E-90,4,Pcyt2
13472,1.86E-94,0.371347417,0.308,0.051,2.60E-90,4,Gne
13473,2.21E-94,0.459000906,0.636,0.179,3.10E-90,4,Il7r
13474,4.30E-94,0.323144241,0.282,0.041,6.01E-90,4,Cmah
13475,5.56E-93,0.673219282,0.737,0.302,7.78E-89,4,Hhex
13476,5.87E-93,0.436594813,1,0.999,8.21E-89,4,Ppia
13477,7.29E-93,0.569525116,0.576,0.183,1.02E-88,4,Polr3gl
13478,1.62E-92,0.493068391,0.497,0.14,2.26E-88,4,Dgcr6
13479,1.98E-92,0.488632018,0.528,0.149,2.77E-88,4,Nceh1
13480,3.72E-92,0.61509331,0.647,0.229,5.20E-88,4,Rftn1
13481,7.08E-92,0.734588058,0.782,0.367,9.90E-88,4,Pmvk
13482,1.90E-91,-0.805417337,0.994,0.998,2.65E-87,4,Actg1
13483,3.08E-91,-0.998181432,0.751,0.956,4.30E-87,4,Shisa5
13484,9.36E-91,-0.769790512,0.924,0.976,1.31E-86,4,Fxyd5
13485,4.36E-90,0.706399452,0.912,0.569,6.10E-86,4,Cyth4
13486,2.07E-88,-1.069933773,0.686,0.903,2.90E-84,4,Anxa2
13487,7.35E-88,0.28905141,0.234,0.032,1.03E-83,4,Slc27a1
13488,1.07E-87,0.688894979,0.78,0.323,1.49E-83,4,Gpr171
13489,1.51E-87,0.625559544,0.599,0.209,2.11E-83,4,Ctso
13490,1.96E-87,0.702869981,0.935,0.558,2.74E-83,4,Ptms
13491,7.24E-87,-1.111066567,0.169,0.714,1.01E-82,4,Emb
13492,3.13E-86,0.643988079,0.98,0.758,4.37E-82,4,Manf
13493,3.55E-86,-1.920369365,0.299,0.797,4.97E-82,4,AW112010
13494,2.61E-85,-1.789283263,0.477,0.808,3.65E-81,4,Lgals3
13495,4.91E-85,0.630517261,0.977,0.79,6.87E-81,4,Prr13
13496,1.25E-84,0.4785279,1,0.987,1.75E-80,4,mt-Cytb
13497,1.86E-84,0.265226369,0.232,0.032,2.61E-80,4,Abhd14b
13498,4.36E-84,0.722020209,0.927,0.612,6.09E-80,4,Xbp1
13499,7.26E-84,-0.978407263,0.483,0.866,1.02E-79,4,Slfn2
13500,3.11E-83,0.437560189,0.46,0.126,4.35E-79,4,Plekhm3
13501,6.76E-83,0.467245235,1,0.985,9.46E-79,4,mt-Nd1
13502,9.07E-83,0.357102539,0.308,0.058,1.27E-78,4,Cdip1
13503,2.26E-82,0.396875967,0.353,0.074,3.16E-78,4,Trp53i11
13504,4.05E-82,0.618614836,0.749,0.318,5.67E-78,4,Hmgn1
13505,1.35E-81,0.579827428,0.667,0.271,1.89E-77,4,Dctn6
13506,2.12E-81,0.487890578,0.483,0.139,2.97E-77,4,Insig1
13507,2.57E-81,0.638742691,0.955,0.76,3.59E-77,4,H2-T23
13508,1.54E-80,0.703152824,0.847,0.52,2.16E-76,4,Tram1
13509,2.66E-80,0.667736745,0.907,0.568,3.72E-76,4,Stx7
13510,2.70E-80,-1.959182494,0.232,0.691,3.78E-76,4,Ifitm2
13511,1.34E-79,0.569216879,0.633,0.248,1.87E-75,4,Arhgap17
13512,2.68E-79,-1.197324279,0.249,0.769,3.75E-75,4,Ifngr1
13513,3.04E-79,-1.178827949,0.274,0.738,4.25E-75,4,Zbp1
13514,3.08E-79,0.648495717,0.754,0.381,4.30E-75,4,0610007P14Rik
13515,5.18E-79,0.661200986,0.904,0.58,7.25E-75,4,Rexo2
13516,1.16E-77,0.484162215,0.404,0.103,1.62E-73,4,Rnd3
13517,2.46E-77,0.549971492,0.624,0.216,3.45E-73,4,S1pr4
13518,2.75E-77,0.386545931,0.387,0.091,3.85E-73,4,Tnni2
13519,8.63E-77,0.659719057,0.828,0.492,1.21E-72,4,Cib1
13520,1.01E-76,0.651299236,0.627,0.24,1.41E-72,4,Cyp51
13521,2.53E-76,0.492614365,0.494,0.155,3.54E-72,4,Rgs18
13522,1.02E-75,-0.519383313,0.997,0.993,1.43E-71,4,Myl6
13523,1.18E-75,0.491549037,0.997,0.933,1.65E-71,4,Sec61g
13524,1.20E-75,0.339484998,0.274,0.05,1.68E-71,4,Jade1
13525,1.47E-75,0.598404,0.98,0.784,2.06E-71,4,Hsp90b1
13526,2.56E-75,0.632874372,0.576,0.169,3.58E-71,4,Cd8b1
13527,4.70E-75,0.319074162,0.294,0.055,6.57E-71,4,Ldlrad3
13528,9.94E-75,0.427968,0.381,0.096,1.39E-70,4,Aacs
13529,2.82E-74,0.388375709,0.381,0.093,3.94E-70,4,Tgfbr1
13530,3.39E-74,0.701322648,0.573,0.194,4.74E-70,4,Hsd11b1
13531,3.81E-74,-1.178572986,0.093,0.616,5.33E-70,4,Metrnl
13532,8.18E-74,-2.134843583,0.393,0.755,1.14E-69,4,Ifitm3
13533,8.61E-74,-1.070948666,0.107,0.615,1.20E-69,4,Dok2
13534,1.03E-73,0.590659768,0.975,0.799,1.44E-69,4,Spcs2
13535,2.91E-73,-0.653890183,0.751,0.906,4.07E-69,4,Rac1
13536,6.92E-73,-0.789581605,0.497,0.863,9.68E-69,4,Gmfg
13537,7.84E-73,0.672921136,0.833,0.501,1.10E-68,4,Atp6v1d
13538,1.11E-72,0.411184307,0.404,0.105,1.55E-68,4,Cdkn2c
13539,1.31E-72,-0.869928148,0.879,0.943,1.83E-68,4,S100a11
13540,1.56E-72,0.50963504,0.822,0.39,2.19E-68,4,Aldh2
13541,1.97E-72,0.447338149,0.444,0.132,2.75E-68,4,Nsdhl
13542,5.96E-72,0.582889583,0.972,0.519,8.34E-68,4,Cybb
13543,6.92E-72,-0.871607495,0.901,0.962,9.67E-68,4,H2afz
13544,1.06E-71,0.370339277,0.364,0.091,1.48E-67,4,Tmem106c
13545,1.92E-71,0.618503345,0.938,0.676,2.68E-67,4,Apobec3
13546,4.63E-71,0.51656563,0.986,0.844,6.47E-67,4,Ssr4
13547,1.23E-70,-0.980259589,0.059,0.567,1.72E-66,4,Ccdc109b
13548,1.36E-70,0.592196884,1,0.915,1.90E-66,4,Lgals1
13549,1.66E-70,0.544762887,0.672,0.307,2.32E-66,4,Nr2c2ap
13550,1.87E-70,0.583925607,0.785,0.402,2.62E-66,4,Ppm1m
13551,5.91E-70,0.57734313,0.983,0.832,8.27E-66,4,Rap1a
13552,6.45E-70,0.317736047,0.302,0.064,9.02E-66,4,Man2a2
13553,7.50E-70,-1.155118601,0.059,0.564,1.05E-65,4,Rtp4
13554,9.84E-70,0.621713963,0.814,0.478,1.38E-65,4,Ifnar2
13555,4.04E-69,0.480505593,0.624,0.231,5.65E-65,4,Sdc4
13556,8.58E-69,0.386551167,0.345,0.082,1.20E-64,4,Tcf7l2
13557,1.29E-68,-1.809834146,0.15,0.611,1.81E-64,4,Wfdc17
13558,1.54E-68,-1.45399966,0.107,0.588,2.16E-64,4,Fcgr3
13559,1.98E-68,0.289720633,0.254,0.047,2.77E-64,4,Arhgef10
13560,3.58E-68,0.77745251,0.977,0.737,5.00E-64,4,Ly6c2
13561,3.71E-68,0.633453556,0.619,0.261,5.19E-64,4,Trib1
13562,4.48E-68,-0.907398535,0.24,0.702,6.26E-64,4,Ier2
13563,4.73E-68,-0.632946246,0.839,0.935,6.62E-64,4,Actr3
13564,1.24E-67,-0.890158877,0.161,0.64,1.73E-63,4,Atp2b1
13565,1.77E-67,0.267755273,0.257,0.047,2.48E-63,4,Pmepa1
13566,2.94E-67,0.394840766,0.305,0.068,4.10E-63,4,Gapt
13567,9.71E-67,-1.332281061,0.127,0.598,1.36E-62,4,Lilrb4a
13568,1.25E-66,-1.594787524,0.282,0.677,1.74E-62,4,Ms4a4c
13569,1.79E-66,-0.48996415,0.994,0.987,2.51E-62,4,Arpc2
13570,2.01E-66,-1.32023649,0.209,0.675,2.81E-62,4,Id2
13571,2.32E-66,0.436381328,0.472,0.15,3.25E-62,4,Prkcb
13572,5.74E-66,0.553625509,0.977,0.814,8.03E-62,4,Krtcap2
13573,8.62E-66,0.570603647,0.91,0.617,1.21E-61,4,Mtdh
13574,9.79E-66,0.407619068,0.39,0.109,1.37E-61,4,Aldoc
13575,1.47E-65,0.571880902,0.992,0.72,2.05E-61,4,Ptpn6
13576,4.09E-65,0.545703765,0.884,0.601,5.73E-61,4,Ddost
13577,4.68E-65,0.314872231,0.345,0.081,6.55E-61,4,Pecam1
13578,8.92E-65,0.53910831,0.647,0.297,1.25E-60,4,Slc35c2
13579,2.00E-64,0.461068425,0.503,0.176,2.79E-60,4,Sc5d
13580,5.36E-64,0.340009918,0.35,0.083,7.50E-60,4,Pik3ip1
13581,5.42E-64,0.502327834,0.525,0.201,7.57E-60,4,Ivns1abp
13582,7.58E-64,0.409642155,0.749,0.382,1.06E-59,4,Tmem123
13583,8.06E-64,-1.412607169,0.062,0.542,1.13E-59,4,Ms4a6d
13584,2.06E-63,0.387215152,0.35,0.093,2.89E-59,4,Sil1
13585,2.45E-63,-0.49233868,0.955,0.963,3.42E-59,4,Cdc42
13586,2.63E-63,0.451419488,0.489,0.168,3.68E-59,4,BC147527
13587,3.75E-63,-1.019423716,0.062,0.538,5.25E-59,4,Fgl2
13588,4.00E-63,0.482943418,0.523,0.197,5.59E-59,4,Igsf8
13589,5.59E-63,0.43248204,0.853,0.359,7.81E-59,4,1-Sep
13590,1.20E-62,0.42660957,0.534,0.195,1.68E-58,4,Gpcpd1
13591,1.50E-62,0.543796045,0.986,0.606,2.10E-58,4,Ly86
13592,1.65E-62,0.303027391,0.311,0.072,2.31E-58,4,Galnt12
13593,3.31E-62,-2.322778357,0.24,0.646,4.63E-58,4,Ccl6
13594,4.24E-62,-0.705504,0.946,0.96,5.93E-58,4,Tspo
13595,9.94E-62,0.416566504,0.489,0.157,1.39E-57,4,Cd72
13596,1.08E-61,-1.018992225,0.079,0.54,1.50E-57,4,Anxa1
13597,1.28E-61,0.264283035,0.26,0.053,1.79E-57,4,Ralgps2
13598,1.84E-61,0.446161637,0.528,0.199,2.57E-57,4,Gpr137b
13599,4.27E-61,-0.830588347,0.339,0.712,5.97E-57,4,Aprt
13600,4.76E-61,0.375388221,0.791,0.376,6.65E-57,4,Gngt2
13601,6.69E-61,0.50164591,0.709,0.373,9.36E-57,4,Cnpy2
13602,7.62E-61,0.279662874,0.387,0.107,1.07E-56,4,Gnb4
13603,8.96E-61,0.322582789,0.308,0.075,1.25E-56,4,Scap
13604,1.16E-60,0.445478553,0.941,0.418,1.63E-56,4,Ptprcap
13605,2.05E-60,-1.4872409,0.15,0.581,2.87E-56,4,Naaa
13606,3.72E-59,0.545980833,0.715,0.393,5.20E-55,4,Emc3
13607,4.12E-59,0.308496001,0.285,0.065,5.77E-55,4,Dusp28
13608,6.06E-59,-2.662254836,0.74,0.845,8.47E-55,4,Lyz2
13609,7.04E-59,0.500239861,0.831,0.503,9.84E-55,4,Arpc5l
13610,3.66E-58,-1.249842408,0.105,0.553,5.12E-54,4,Tgfbi
13611,4.22E-58,0.297113623,0.288,0.066,5.91E-54,4,Ccpg1
13612,4.50E-58,-2.010366931,0.169,0.576,6.29E-54,4,Ccl9
13613,7.10E-58,0.57386158,0.87,0.603,9.93E-54,4,Vimp
13614,1.30E-57,-1.379994328,0.121,0.565,1.82E-53,4,Bcl2a1b
13615,5.55E-57,-0.87890368,0.073,0.517,7.76E-53,4,Slfn1
13616,1.39E-56,0.49946765,0.636,0.316,1.95E-52,4,Ubl7
13617,2.27E-56,0.405845391,0.446,0.153,3.18E-52,4,Dnajb9
13618,2.94E-56,0.557191009,0.831,0.562,4.11E-52,4,Ubxn4
13619,3.42E-56,0.389691416,0.444,0.151,4.78E-52,4,Npc1
13620,4.15E-55,-1.193713876,0.099,0.54,5.81E-51,4,Lst1
13621,5.35E-55,-1.025883605,0.927,0.889,7.48E-51,4,S100a6
13622,5.98E-55,-1.132760393,0.071,0.508,8.37E-51,4,Bcl2a1d
13623,7.24E-55,-1.057956359,0.161,0.571,1.01E-50,4,Plbd1
13624,7.31E-55,-0.850192255,0.164,0.59,1.02E-50,4,Glipr2
13625,1.05E-54,0.536249446,0.751,0.446,1.47E-50,4,Svbp
13626,1.12E-53,0.466881435,0.576,0.259,1.56E-49,4,Arhgef6
13627,1.31E-53,0.377562218,0.404,0.127,1.83E-49,4,Slamf6
13628,2.30E-53,0.489390266,0.782,0.45,3.22E-49,4,Prcp
13629,2.41E-53,-0.488646027,0.853,0.921,3.37E-49,4,Ostf1
13630,2.48E-53,0.520998652,0.785,0.479,3.46E-49,4,Anapc5
13631,5.18E-53,-0.646095145,0.164,0.598,7.24E-49,4,Flna
13632,5.45E-53,-0.613041405,0.096,0.53,7.62E-49,4,Tm6sf1
13633,6.15E-53,0.526476399,0.802,0.506,8.60E-49,4,Fam174a
13634,1.11E-52,0.42149251,0.449,0.162,1.55E-48,4,Tcf12
13635,1.17E-52,0.318537226,0.291,0.075,1.64E-48,4,Prkag2
13636,1.45E-52,0.491517726,0.59,0.281,2.03E-48,4,Nudt19
13637,4.19E-52,0.438068478,0.579,0.246,5.86E-48,4,Il21r
13638,5.58E-52,-1.299359953,0.071,0.486,7.80E-48,4,Fcgr1
13639,2.38E-51,0.321466947,0.325,0.092,3.33E-47,4,A530032D15Rik
13640,2.42E-51,-0.585016564,0.715,0.874,3.38E-47,4,Rap1b
13641,3.53E-51,-1.488777166,0.28,0.618,4.93E-47,4,Ms4a6c
13642,6.58E-51,0.275798257,0.263,0.064,9.21E-47,4,Acsl1
13643,6.94E-51,-0.687873718,0.073,0.495,9.71E-47,4,Arl4c
13644,8.14E-51,0.486607229,0.573,0.266,1.14E-46,4,Hes6
13645,1.41E-50,-1.000353233,0.384,0.714,1.97E-46,4,Ccr2
13646,1.46E-50,0.432023518,0.506,0.209,2.05E-46,4,Irf2bp2
13647,1.68E-50,-0.796976241,0.571,0.775,2.34E-46,4,Anxa5
13648,2.16E-50,0.402031924,0.469,0.181,3.01E-46,4,Hpse
13649,2.45E-50,0.499262191,0.819,0.541,3.43E-46,4,Tnfaip8
13650,2.55E-50,0.432933835,0.551,0.251,3.56E-46,4,Atf6b
13651,3.80E-50,-0.839194574,0.051,0.463,5.31E-46,4,Lilr4b
13652,4.31E-50,0.377758958,0.404,0.14,6.03E-46,4,Scd2
13653,4.62E-50,-0.606388741,0.105,0.53,6.47E-46,4,Lfng
13654,7.08E-50,-1.013963367,0.071,0.484,9.90E-46,4,Clec4a3
13655,1.70E-49,-0.365364715,0.997,0.995,2.37E-45,4,Sh3bgrl3
13656,2.45E-49,-0.65871711,0.045,0.454,3.42E-45,4,Tmem106a
13657,2.51E-49,-0.436633867,1,0.988,3.50E-45,4,Arpc1b
13658,3.21E-49,0.481897385,0.568,0.261,4.49E-45,4,PISD
13659,4.21E-49,0.496049431,0.805,0.52,5.89E-45,4,Dnajc3
13660,4.39E-49,0.371996836,0.483,0.194,6.14E-45,4,Ebpl
13661,4.68E-49,-0.6466301,0.051,0.456,6.55E-45,4,Tubb6
13662,7.92E-49,-0.866743497,0.398,0.739,1.11E-44,4,Limd2
13663,1.57E-48,0.496918872,0.641,0.346,2.19E-44,4,Rnf13
13664,1.60E-48,-0.710788522,0.887,0.93,2.23E-44,4,Pkm
13665,1.88E-48,0.363182268,0.401,0.138,2.63E-44,4,Calhm2
13666,1.98E-48,0.485195826,0.797,0.537,2.77E-44,4,Emc10
13667,2.03E-48,0.41689279,0.452,0.165,2.84E-44,4,Clec2i
13668,2.12E-48,0.484614204,0.633,0.347,2.96E-44,4,Bcl7c
13669,2.46E-48,0.469621159,0.921,0.716,3.45E-44,4,Tmem59
13670,3.38E-48,0.462491388,0.681,0.374,4.72E-44,4,Nptn
13671,4.88E-48,-0.903321004,0.082,0.486,6.82E-44,4,Pid1
13672,5.47E-48,-1.416413233,0.113,0.506,7.65E-44,4,Gbp2
13673,8.39E-48,0.259880092,1,0.996,1.17E-43,4,Oaz1
13674,8.91E-48,0.44347471,0.76,0.474,1.25E-43,4,Kdelr1
13675,1.58E-47,-0.974884487,0.04,0.439,2.21E-43,4,Clec4a2
13676,2.06E-47,0.4206339,0.486,0.199,2.89E-43,4,Rbm38
13677,2.43E-47,0.448252696,0.664,0.35,3.40E-43,4,Scpep1
13678,3.79E-47,0.474449767,0.805,0.528,5.29E-43,4,Ppdpf
13679,4.71E-47,0.293911089,0.302,0.087,6.59E-43,4,Rab3ip
13680,7.08E-47,0.47270491,0.729,0.412,9.90E-43,4,Kctd12
13681,7.25E-47,-0.47412762,0.935,0.957,1.01E-42,4,Myl12a
13682,9.09E-47,0.498005316,0.556,0.276,1.27E-42,4,Pqlc3
13683,1.13E-46,-0.629894631,0.384,0.701,1.58E-42,4,Rbms1
13684,1.77E-46,-0.605288319,0.749,0.864,2.47E-42,4,Fam49b
13685,2.01E-46,0.288683171,0.297,0.085,2.81E-42,4,Stoml1
13686,2.31E-46,0.402384697,0.466,0.191,3.23E-42,4,Man1a2
13687,3.37E-46,0.471837447,0.819,0.547,4.72E-42,4,Sptssa
13688,7.71E-46,0.38340954,0.364,0.125,1.08E-41,4,Fam110a
13689,8.44E-46,0.399849711,0.452,0.178,1.18E-41,4,Prps2
13690,8.99E-46,-1.062630065,0.121,0.505,1.26E-41,4,Ifi204
13691,1.18E-45,-0.900770653,0.653,0.81,1.65E-41,4,Samhd1
13692,1.22E-45,-1.028577946,0.11,0.503,1.71E-41,4,Cdkn1a
13693,2.13E-45,-1.440105361,0.263,0.58,2.98E-41,4,Aif1
13694,2.97E-45,0.252931475,0.215,0.049,4.16E-41,4,Lss
13695,3.90E-45,0.527175059,0.681,0.369,5.45E-41,4,Cdkn2d
13696,4.10E-45,-0.620903056,0.065,0.455,5.74E-41,4,Cd84
13697,4.89E-45,0.459383388,0.898,0.669,6.84E-41,4,AI662270
13698,5.33E-45,-0.769755385,0.839,0.866,7.45E-41,4,Atox1
13699,8.97E-45,0.387488901,0.701,0.373,1.25E-40,4,Cirbp
13700,1.16E-44,0.441855555,0.975,0.844,1.62E-40,4,Hmgb1
13701,1.69E-44,0.478438002,0.709,0.426,2.37E-40,4,Rnaset2b
13702,1.97E-44,0.40911815,0.946,0.776,2.76E-40,4,Tmem258
13703,4.74E-44,0.384879279,0.528,0.244,6.63E-40,4,2310039H08Rik
13704,5.80E-44,0.366998877,0.593,0.253,8.12E-40,4,Cxcr3
13705,1.37E-43,0.379458393,0.452,0.184,1.91E-39,4,Pml
13706,1.73E-43,-0.914017586,0.088,0.463,2.42E-39,4,Clec4a1
13707,2.09E-43,0.333359152,0.997,0.871,2.92E-39,4,Lsp1
13708,2.10E-43,0.293098517,1,0.988,2.94E-39,4,Rpl36al
13709,2.48E-43,0.415662193,0.517,0.238,3.46E-39,4,Gatad1
13710,2.72E-43,0.270531347,0.302,0.09,3.80E-39,4,Arhgap27
13711,3.61E-43,0.297312677,0.373,0.126,5.05E-39,4,Tmem86a
13712,3.69E-43,0.462842522,0.833,0.591,5.16E-39,4,mt-Nd5
13713,3.72E-43,-1.561938132,0.147,0.516,5.20E-39,4,Ms4a4b
13714,4.99E-43,0.427806674,0.669,0.38,6.98E-39,4,Atraid
13715,5.28E-43,0.358091122,0.401,0.157,7.38E-39,4,Ergic1
13716,5.65E-43,-0.773684381,0.09,0.47,7.90E-39,4,Mnda
13717,6.74E-43,0.297016621,0.412,0.147,9.43E-39,4,Zbtb20
13718,9.89E-43,0.399306349,0.616,0.301,1.38E-38,4,Pkp3
13719,1.00E-42,0.261481216,0.237,0.06,1.40E-38,4,Nacc2
13720,1.20E-42,-0.829986905,0.054,0.426,1.67E-38,4,Slamf8
13721,1.50E-42,0.421822435,0.607,0.3,2.10E-38,4,Pkib
13722,1.65E-42,-0.636834171,0.237,0.605,2.31E-38,4,AB124611
13723,1.89E-42,0.48870443,0.686,0.387,2.65E-38,4,Ncf1
13724,2.31E-42,0.407060795,0.712,0.43,3.23E-38,4,Bscl2
13725,2.32E-42,0.308410335,0.342,0.116,3.25E-38,4,Mvk
13726,2.45E-42,-0.765454009,0.099,0.482,3.42E-38,4,Smpdl3a
13727,3.13E-42,0.396109354,0.548,0.267,4.38E-38,4,Cdk5rap3
13728,3.42E-42,-0.766623799,0.059,0.431,4.78E-38,4,Csf1r
13729,4.05E-42,-0.745554431,0.042,0.411,5.67E-38,4,Gda
13730,6.53E-42,0.311204162,1,0.973,9.13E-38,4,Eif3f
13731,6.84E-42,0.307589194,0.446,0.174,9.57E-38,4,Gtf2i
13732,1.02E-41,0.321756167,0.997,0.961,1.42E-37,4,Ddx5
13733,1.21E-41,-0.667123113,0.096,0.466,1.70E-37,4,Lrrc25
13734,1.53E-41,0.33741772,1,0.926,2.13E-37,4,mt-Nd2
13735,1.60E-41,0.286439442,0.274,0.079,2.24E-37,4,Sh2b2
13736,1.92E-41,0.402351768,0.938,0.769,2.69E-37,4,Tmed2
13737,3.16E-41,0.382558535,0.596,0.297,4.42E-37,4,Dctpp1
13738,4.10E-41,-0.960181954,0.048,0.412,5.73E-37,4,Mt1
13739,4.56E-41,0.41626212,0.941,0.729,6.38E-37,4,Cmtm7
13740,6.51E-41,0.411055574,0.585,0.308,9.10E-37,4,Uchl3
13741,6.77E-41,0.404020656,0.525,0.251,9.47E-37,4,Gns
13742,1.17E-40,0.394758076,0.525,0.252,1.63E-36,4,Slc38a1
13743,1.45E-40,0.45592196,0.831,0.603,2.03E-36,4,Tecr
13744,1.60E-40,-0.98107339,0.483,0.643,2.24E-36,4,Spi1
13745,2.05E-40,-0.496802534,0.045,0.4,2.87E-36,4,Ralb
13746,2.49E-40,0.460047899,0.661,0.375,3.48E-36,4,11-Sep
13747,2.60E-40,-0.908098822,0.22,0.569,3.63E-36,4,Dusp1
13748,5.09E-40,0.365307483,0.588,0.274,7.11E-36,4,Arl5c
13749,5.14E-40,0.373707958,0.686,0.377,7.18E-36,4,Fgr
13750,5.77E-40,0.421557271,0.907,0.779,8.07E-36,4,Cope
13751,6.85E-40,0.394960959,0.472,0.215,9.58E-36,4,Slc29a3
13752,1.21E-39,-0.861182581,0.458,0.744,1.69E-35,4,Tpi1
13753,1.25E-39,0.472181528,0.599,0.321,1.74E-35,4,Sms
13754,1.37E-39,0.262094492,0.305,0.097,1.92E-35,4,Apc
13755,2.11E-39,-0.637419994,0.056,0.41,2.96E-35,4,Itgam
13756,2.38E-39,-0.656236111,0.184,0.537,3.32E-35,4,Eif4ebp1
13757,2.47E-39,0.407641335,0.698,0.429,3.46E-35,4,Ssr1
13758,2.88E-39,0.405679124,0.96,0.789,4.03E-35,4,Ier5
13759,3.78E-39,0.283515923,0.223,0.057,5.29E-35,4,Fam43a
13760,4.35E-39,-0.538171934,0.562,0.798,6.08E-35,4,Tpm4
13761,4.72E-39,0.309001602,0.345,0.124,6.60E-35,4,Dtx2
13762,5.47E-39,-0.54652212,0.133,0.486,7.65E-35,4,Fam111a
13763,6.02E-39,0.57214009,0.593,0.288,8.41E-35,4,Plaur
13764,7.25E-39,0.48870367,0.619,0.361,1.01E-34,4,Trappc5
13765,7.32E-39,0.432099131,0.655,0.398,1.02E-34,4,Cops4
13766,8.69E-39,-0.939392756,0.379,0.657,1.22E-34,4,Msrb1
13767,8.97E-39,0.42806228,0.879,0.684,1.25E-34,4,Dbnl
13768,1.08E-38,-0.749798406,0.359,0.644,1.50E-34,4,Pnp
13769,1.27E-38,-0.870035526,0.045,0.393,1.77E-34,4,Sirpb1c
13770,1.35E-38,-0.671126643,0.492,0.752,1.88E-34,4,Pim1
13771,1.64E-38,-0.376789971,0.994,0.991,2.29E-34,4,Pfn1
13772,3.11E-38,0.306793435,0.336,0.122,4.34E-34,4,Gale
13773,5.02E-38,-0.517413192,0.088,0.438,7.02E-34,4,Lcp2
13774,1.14E-37,0.395759882,0.669,0.378,1.59E-33,4,Csf2rb
13775,1.15E-37,0.364327252,0.393,0.163,1.60E-33,4,Slc25a12
13776,1.58E-37,0.365613136,0.514,0.251,2.22E-33,4,Ccdc107
13777,2.88E-37,0.349516901,0.404,0.169,4.03E-33,4,Gm5617
13778,3.40E-37,-0.785704021,0.164,0.503,4.75E-33,4,Marcks
13779,5.22E-37,0.403547777,0.76,0.523,7.29E-33,4,Jtb
13780,5.30E-37,0.354016401,0.503,0.245,7.41E-33,4,Amfr
13781,8.54E-37,0.271134397,0.285,0.091,1.19E-32,4,Slc46a3
13782,9.45E-37,0.416728932,0.661,0.379,1.32E-32,4,Gng12
13783,1.60E-36,0.315863176,0.986,0.843,2.24E-32,4,Taldo1
13784,2.52E-36,-0.566252401,0.031,0.358,3.52E-32,4,Batf3
13785,2.67E-36,-0.980015586,0.04,0.371,3.74E-32,4,Fcgr4
13786,3.08E-36,-0.452749787,0.085,0.429,4.31E-32,4,Sema4a
13787,3.96E-36,-0.761363287,0.045,0.374,5.54E-32,4,Ltb4r1
13788,6.04E-36,-0.583886413,0.517,0.748,8.44E-32,4,Dnajc15
13789,6.37E-36,0.438796237,0.924,0.732,8.91E-32,4,H2-Q7
13790,6.39E-36,0.403268503,0.607,0.348,8.93E-32,4,Cnpy3
13791,8.64E-36,-2.047542268,0.291,0.604,1.21E-31,4,Ccl5
13792,1.22E-35,0.343132699,0.884,0.691,1.71E-31,4,Gabarapl2
13793,1.26E-35,0.314254073,0.381,0.151,1.77E-31,4,Panx1
13794,1.43E-35,0.295996436,0.319,0.112,1.99E-31,4,C130026I21Rik
13795,1.60E-35,-0.481567508,0.121,0.464,2.23E-31,4,Myo1f
13796,2.07E-35,0.281798439,0.308,0.108,2.89E-31,4,Zdhhc13
13797,2.31E-35,0.38049809,0.362,0.142,3.23E-31,4,Lztfl1
13798,2.50E-35,-0.588330292,0.138,0.467,3.50E-31,4,App
13799,2.98E-35,0.309385565,0.46,0.197,4.17E-31,4,Klhl6
13800,3.55E-35,-0.692538026,0.048,0.378,4.96E-31,4,Atf3
13801,5.13E-35,0.406964065,0.715,0.476,7.18E-31,4,Selt
13802,5.64E-35,-0.902071303,0.234,0.556,7.88E-31,4,Klrk1
13803,1.42E-34,-0.635090365,0.232,0.534,1.98E-30,4,Csf2ra
13804,1.49E-34,0.387830669,0.616,0.351,2.08E-30,4,Lmo2
13805,1.50E-34,0.442744625,0.551,0.306,2.10E-30,4,Ppp1r14b
13806,1.89E-34,0.401033236,0.799,0.514,2.64E-30,4,Asah1
13807,1.92E-34,0.275550727,1,0.999,2.69E-30,4,Malat1
13808,2.17E-34,0.296324969,0.994,0.946,3.03E-30,4,Laptm5
13809,2.27E-34,0.394834737,0.681,0.414,3.18E-30,4,Foxp1
13810,2.40E-34,0.261350553,0.302,0.106,3.35E-30,4,Rhbdf2
